Id,SalePrice
1991,149453.82332977845
1411,166891.96219748445
1721,267721.5923607256
1144,189664.35459116253
593,216975.28170402197
575,284070.00146160077
1249,193857.86717244817
1604,109577.08756744435
1064,397120.97700303025
1923,164028.55103964213
1988,101542.82117260454
2325,171255.55713429465
114,225316.08371313094
2700,184099.76029083948
217,140149.4417984792
343,179886.70821805592
386,228692.12979533512
2005,132206.798614294
2908,157448.13581527324
1814,228187.9431146162
2446,436634.1977928896
208,112848.29639440723
1679,112430.82479743968
822,282912.3060590771
6,201317.81578396406
1781,341259.3894865363
2397,286572.225713354
2340,273657.70373647375
1618,182245.0421730921
2843,132575.85743534134
1061,337080.25361285766
2786,124435.43817525961
1935,128049.71589336346
1341,99858.55596012811
521,274732.1469878195
2136,128018.64993311407
996,191365.20925923524
227,146425.55028242274
135,178702.50945074752
1167,158697.8323534953
294,219042.62946705197
1776,204483.21831318145
540,180632.38247918725
1717,225908.5835679787
2303,129801.94660720853
116,186539.9876899917
127,126680.6698758259
1371,133532.00097664288
1014,198348.82407004232
1507,85204.26679343145
702,128483.70320177614
750,160138.0109678931
261,164116.62352251305
1559,68531.9505247378
577,234616.22012954325
2812,212729.70627081243
2080,170150.27863470983
1368,95245.12099192482
2376,106179.35567372997
659,103700.08573550562
1235,123826.467356335
332,69844.36001603604
1917,136472.72918055963
2094,247709.17497131944
1460,272604.7830234881
1471,210518.8809222125
1509,123204.93819066294
1922,124013.76721736719
433,406278.5804058929
460,273593.6178559599
1116,252868.01151271825
1137,168672.4774152127
53,175734.31788651572
2354,248201.21794258233
1475,207272.71202237371
1761,456109.0255661324
842,135398.99037005237
2739,188780.8438517204
2509,165693.2290310515
1007,213972.56918222836
2610,191447.23980925087
1952,75704.74726874521
2719,163307.3184907986
2921,80999.866388114
1966,132735.27620380695
292,111325.43631169554
1204,194323.26630869223
1829,258599.70562647155
2419,189035.34764668427
391,167141.1595698093
798,121121.09143359517
481,197071.43222481615
193,211179.88619228304
555,117265.3950259061
899,62565.64355710978
2357,187409.08490023858
328,118461.6847935456
1356,107197.31006080343
1154,95322.74673316472
1730,178954.70322722025
2249,154628.45797798023
1119,254264.21692126972
2856,132445.7782377858
1394,143783.5872618197
2587,124511.22088521128
61,308950.34828549705
2661,176295.69226968553
2711,143286.7825556774
1147,176685.25191637382
757,114675.42594455837
2623,74512.87895973268
2378,155838.22379873655
1413,145984.73290093246
1722,251699.39463874942
1112,216877.34673011082
1623,194327.6999550396
1201,189795.66517375765
1513,95313.40565836048
957,647942.064413041
1171,245218.68691372738
1145,195025.3489821967
2726,263884.7823383877
703,159449.47644372476
760,72453.34371366512
1964,128122.79914217486
2512,173892.79029207648
159,150047.70719779105
1281,165167.0364211345
468,191556.31541968134
290,126345.33897146017
665,117940.74772279305
1463,272451.0196482353
1792,226701.03786344704
923,150939.5713818901
500,268286.40852496587
1408,192219.29825341888
331,73254.19535293784
170,105979.03853169865
2192,89529.38972075413
2571,297362.85706494143
2314,181966.46463594396
2647,91739.89124833574
422,360748.86492762493
2457,336689.53410040005
1838,208337.07947242647
2805,266585.4613048437
1645,168892.996613238
1711,300770.90412229236
2825,263162.0809551391
322,307926.4549149141
2103,263948.9215549172
342,133242.67977838032
600,112771.78323591893
488,193454.46091052142
1725,313205.3665770833
2246,243129.24452657078
2847,166248.178638718
806,245637.30792329242
530,233745.04508013607
963,192240.7904524287
2678,70749.91840734924
171,72783.35275994241
2401,374306.2755148094
805,224244.41739588793
2259,230904.89367023134
1748,185051.44297101593
1361,143810.59333073095
1677,117934.31390446884
1406,154459.56766787334
2322,259333.33869215377
688,158253.4013785438
143,138792.6847978346
804,204989.7977246829
1214,149987.28759625106
2828,143775.27685318142
1999,190850.26662002518
2467,198107.0648126633
2665,163751.54044757958
1538,326880.32122696366
398,101667.59090448573
2822,147583.20069747895
2157,146966.82337986268
1856,200244.3774984461
1269,83072.71484037138
2570,120497.89010107756
2320,248071.36145429927
1517,155486.1907719651
2304,117877.07909010399
1312,89162.9022421788
2012,140844.9225739313
506,266442.96460748534
2865,220427.582174313
2367,107700.79280653712
554,99862.93416739962
238,136256.8232643523
1954,115592.53193824503
2488,120702.6768013422
2291,77392.54974509696
1969,74970.78082016156
2725,174646.00786817836
1482,155399.01524676377
2763,201297.88231845738
503,237273.81645672777
1584,230523.04712098907
1531,135927.94216747198
2210,166021.85659726584
459,314137.163018297
556,124818.622974061
1347,131621.41006739883
1290,66043.41522661407
1388,89838.76490031756
1571,503559.7199880858
2754,214999.48233556392
765,124309.67285481599
2494,130245.3143344112
2870,215007.4338756835
7,210325.6797524265
1114,231024.88204063795
2418,272655.1302293276
291,115597.5002638186
18,294504.61067673756
39,315577.02092417923
1001,253340.355885553
2442,235596.9079691277
616,108575.7357552998
2680,65805.05169584745
1414,115593.87115944781
289,139925.85405660194
40,272584.3653647459
860,120437.42384357628
409,137051.60288625164
673,157573.86096061527
2427,176634.5519920999
2036,214911.74613315926
2564,155601.5297732145
642,165017.95159399687
1008,188314.4704683444
1908,131802.92956130562
2519,200944.71615515611
1369,93195.9839592487
2855,163514.74771227236
712,93956.01343604794
1943,97907.47616731869
1958,138239.1040415056
107,159115.79738119696
2295,235000.89389496594
704,112191.50700307748
676,146137.92461795537
259,184168.4127464301
93,265686.4061473919
106,233200.5091486999
2315,195721.29168372118
1050,103947.29883769153
1095,201536.3384022057
2709,146551.8119679588
758,122471.15674639396
1496,164839.69362099934
2370,131953.31821737642
2458,244185.6350600947
2733,137683.9490598591
161,264161.44866921153
726,142692.84535755994
845,208066.4581222443
947,255289.48750696355
2232,117658.76698104868
2563,151474.9704781869
2299,183936.19864499033
211,95032.73830053564
605,168660.513254006
1478,207550.2425332572
2247,245714.9362673766
2274,238386.883180201
2869,204711.1377955857
967,220602.00007142086
2656,110830.23581435204
667,192668.37460390903
1042,117569.68615203466
2023,180683.7119201904
2447,320654.18279741204
2055,117227.60857682172
2275,277572.19493453484
2204,164127.38698736558
1563,242456.42470250232
483,235272.92207879134
796,122457.61380781271
1526,157748.43821462497
2042,147600.27241933375
442,318365.050715712
1693,312722.93167816754
1468,212208.78037650106
1430,205351.92875050622
2605,169584.1169826842
1529,188867.4178364864
335,171866.07309071327
1287,128027.83097667675
31,92806.34365332815
1785,252885.8118926417
82,171329.27291896078
2620,143326.89017033283
252,200590.3768934899
721,44420.20249436397
2165,193542.0565477368
2316,183372.7548510723
775,121582.71024053424
1558,112831.88833266216
17,209942.45494672755
1022,237589.1526490073
925,118944.76024777083
438,294738.9916781246
1270,137202.32451342733
1272,112152.30112881098
215,125376.88867282023
266,230170.96268074433
2402,280995.6913270109
1250,135209.54880597186
1984,115953.42197740183
1279,144032.19449835186
377,260906.0993091202
1252,113860.91221019214
2156,256161.86469399877
499,285775.1137017537
1374,140352.47188674152
2898,254816.220538045
401,118628.95633700839
2721,179276.1510612381
2078,241740.206559404
2589,131743.23680584703
1946,243648.1947071721
1334,108873.97260021677
2781,242699.5921636175
431,349046.8853293436
576,196480.84215765767
1474,203873.91021573398
2254,159160.5580394873
2155,268982.97398188646
885,80209.50284370554
643,138531.94012327102
1944,124514.24850010374
480,208326.0227814076
2845,105837.76412869882
2387,312232.14985002205
2407,238724.39471637865
2527,180111.83911475918
2514,159338.68943093682
629,183875.38773761428
80,205815.66449238043
1876,141184.97278238068
1546,123820.77355898578
2518,176722.78199306657
2347,172687.4510980899
783,236465.640250301
1322,52370.31153460343
194,71506.00896378448
1770,276761.2208850441
2143,114074.86523228543
1229,204878.04093592853
511,266379.6875545705
46,237399.65755803822
1348,156729.99822706022
2465,196035.3731015805
387,236661.8791233285
873,208967.81836892263
1918,117712.80602513909
2764,235398.25293614808
2184,129688.12249428863
934,144373.428790621
1920,116722.83417368299
2631,144424.96084384946
1768,471613.6348292731
2040,113805.1654392649
1749,225090.46602067602
834,238864.36308840124
1457,251436.19079843705
79,116242.34053918661
2302,122859.36095686132
1817,139782.18003296724
2755,237970.46448739406
359,173223.9778060607
2059,104401.15426887143
2092,228000.39133203434
2516,236481.6065955048
150,128599.56325426261
1656,140900.5767631424
83,101959.4578584777
2411,185970.4601895383
795,69358.01108381318
2312,243689.75843671453
2917,93271.12056537234
1624,179900.37760508384
2215,273265.2634520102
1211,157816.508765518
1485,158239.04190049198
1024,164950.53720216415
570,196531.61409438896
2874,139967.91323121503
700,134091.7079637569
2756,225463.0538206365
2022,191935.91361998057
583,232570.4186753816
2392,314937.6037177432
2424,204584.12254134536
212,113928.11733958627
736,129172.1751572116
1610,167653.22483500605
890,122498.23510002626
467,190188.35529958404
578,229420.72783744553
1747,191317.14485169319
1149,173865.58830690602
2758,244935.4602612678
857,128195.41872451761
2219,258719.71370208013
733,128176.61376363218
2909,118019.4700609307
1798,266392.60873157246
235,127878.01377227253
2366,136114.29027955834
1027,139503.66019816915
1195,131132.34616470092
1303,38491.862496758666
148,183983.92574902222
608,157540.4561838004
2515,197411.33182679207
821,261414.82490113974
2500,276036.34901983256
745,101177.84205014813
741,134610.4379171889
1611,185948.28994186746
2532,120564.6508052597
1081,216004.89289581424
1692,374872.6785300215
2520,181569.08666636483
276,100417.37265785648
1992,131143.02505732572
663,19507.33731673
418,131685.23324376455
1733,197436.7355934143
2359,153120.3752139973
253,197731.25870820033
1518,180685.90165020176
2035,152125.37379380356
2919,71190.91202342144
1540,239999.60016009258
2120,156647.3598219936
1674,189935.21609374657
256,150006.10017444435
2361,95219.11529671705
978,64595.36388928261
2280,163014.89180845534
2095,228590.52896227414
1709,312014.39585314295
2801,248211.38280468876
1246,114247.4162589955
2373,110271.03597228025
1055,276528.0481309041
2017,115606.68626290999
1099,259150.071240464
1344,89234.1092328783
835,220168.94100418015
1117,215064.55792691195
2043,77486.2446423967
2085,130351.67311262799
410,154637.5415926275
2650,121991.95860612729
2867,185478.238440604
1668,113425.0683406794
1161,174860.0944116096
2122,174738.66600071825
2539,150939.90356888928
1047,145380.80822973966
1445,119475.01018102205
541,135971.46253847552
569,228079.20364282862
1276,117955.13472164009
918,145482.36960448895
326,191584.14260101895
1936,118384.65405720283
895,82246.75682860934
257,144280.12950317332
1241,188617.96240697245
1545,117681.56253516617
1189,179024.09151460207
270,145997.29580133775
2066,183768.49967103248
693,105597.43724708319
1259,171223.18471037503
2916,153702.94910392887
2321,285581.8898039989
1977,103894.95228042593
1895,162835.27523137216
1240,168956.63499938734
85,147702.74187867573
1823,101207.09020868149
825,269888.7305632555
110,221077.66121062738
697,116981.82784253362
2297,104484.65630645979
1231,134643.07281262302
1355,126150.05988716125
968,303365.4495440242
584,230087.1611495574
1315,114667.70366678186
1606,148020.05528503825
206,112165.67584653417
1685,313396.74412969535
2016,139758.45894870194
869,220872.81931951715
2135,118468.48846241969
2346,193433.66696104253
2430,222229.06173857546
2198,93315.19088814966
2652,120786.77050449175
27,104808.31194162658
241,177400.87484516558
906,108045.24563954334
1506,109376.55160932275
2098,316554.11770093115
1435,210914.20933453343
2213,116942.34757105033
1274,138299.39514996938
743,26675.81130742433
1737,196549.01406095678
2797,265362.7089684345
2185,53111.4302489618
58,175372.13678915804
830,198050.13089518566
808,96299.43198634434
680,151430.38762414688
1153,110823.25450487717
1291,121080.22764454625
1818,131386.83592748834
2161,189931.09689159828
1883,124501.3358511017
350,322553.6342551599
2473,152446.59927976737
295,169566.1881020166
293,190177.95877375558
859,136069.76264310698
288,53131.53195789592
1578,143520.9594420925
102,167689.21441420165
2831,178438.5291764666
1030,194592.01509379075
2551,152582.8491467633
1286,141054.6849081764
958,290120.8784185334
776,128357.43459751151
72,216871.56675288064
2263,254389.1895344812
1866,149112.99242859674
2876,63429.07047263507
2146,270030.4869707008
103,167246.1368362266
1500,145639.91672209918
492,215843.81208412373
167,138995.99256735377
2597,113315.15193566217
2685,114415.57398647116
1035,159646.22120148188
1220,46408.12807152448
2602,163690.71183761174
2159,215941.25876452634
695,144851.771508632
1109,244947.41534052804
640,193635.55768444948
1652,161187.11992697598
2090,211470.07721738293
1188,198127.47659815202
2345,247486.29596576776
1059,363015.8658419122
2751,242155.79589816788
128,218294.3354987838
1523,167048.7905142645
2925,179342.1311542139
2145,280981.8253773958
1121,217212.19234320408
566,290310.74932009145
565,235449.10175745096
1331,144515.59803008608
2928,116300.76006345608
156,137029.17402294563
797,149062.510584946
327,80680.13690922857
2859,166860.91697975047
1453,120924.88267338205
1762,306854.6298215834
1868,211052.38475732494
1760,196199.5923717711
1113,249943.51623255335
1812,196896.41139372735
117,159103.484891303
1142,206521.98561556387
2342,313888.3701143139
927,140626.73416828644
2478,202166.285288514
655,71053.34480764442
2064,114314.21523442902
369,236755.82541112436
2239,123556.83999084536
2732,203311.44169303725
1653,167445.29263662262
959,214630.02353773883
2395,314601.35814336117
1412,114133.05009790033
271,248193.36748311005
1484,158239.04190049198
1497,143521.50812880378
552,157786.24807735186
2,124192.69501964639
1855,282245.2542542954
4,256594.32132516342
2292,156976.61676567444
134,151820.40199463035
646,125329.34565039273
42,300708.4292270817
532,216950.48343972216
713,54796.66016776442
2561,126917.80572450839
2360,143100.21996235527
1333,102313.17661118304
1407,257257.6555399362
2892,292945.58227106713
574,205999.46227018704
1227,177410.6708552436
2591,239014.49321180882
1476,204440.39696185678
1125,253986.71511396216
1446,134939.02375759705
408,117793.16796525722
1101,271965.8725785088
2251,194982.95652289188
373,199803.78132151358
2554,142212.4231565143
2382,303139.98067856557
1985,77860.74979463869
519,211641.95968531954
1093,204842.18042077502
864,260554.89527316866
2889,149062.60629274073
2308,202795.84554258967
986,174751.21110954872
1302,160441.8751649357
585,170631.85753283766
2708,146975.96587400892
147,127375.14174075285
1441,226659.93340955873
383,185155.41031715606
285,159786.90926708147
181,100178.40854447038
358,189169.12374718185
780,181732.69309333502
258,208811.5208692189
1865,213058.8346760975
692,109994.2022173288
2902,299605.2212106547
508,261243.51970922734
2638,155760.2502656968
36,148814.67405269534
611,181368.6122262812
2281,149355.3612995501
1678,116988.33254308405
1696,387012.6188039375
1557,68786.07993310994
2180,151880.9083778165
1726,249629.07685885188
951,154882.98790634077
267,231687.63753767256
2706,137026.87144851882
2221,221603.76668175482
1357,166252.24143546744
2901,284017.28224521514
347,182617.96725072662
2164,195125.13759855204
1586,282622.47139469313
360,169502.2636720277
1769,233029.15831398053
2617,166128.44255805758
1879,135742.68422619766
991,231482.05264982118
1535,100512.81964945767
1191,151973.57258119507
1579,210028.25843628537
1882,152902.40694556898
1510,129051.67913246709
2196,159837.88987268656
1845,175881.41049797795
2336,327776.63324665045
942,93374.83299963837
861,123852.69119423849
2555,91563.73165020428
1392,160882.9309275914
2099,261884.52787363285
1543,133831.23713282295
948,283728.90617270034
1239,166939.50814027805
22,178446.73286538396
2796,234911.10353400907
2747,177464.55362137838
92,273663.057947256
210,177139.14817899468
1858,203493.68625176075
2228,178810.33989009692
447,242791.49277334532
827,236269.26508195867
1649,201868.9486148141
682,131224.47255410443
2698,112052.15756174523
494,181687.65702705053
214,77516.59821446768
2441,243590.2615543136
2679,112074.04480712948
1336,115803.35851978653
465,189358.88898563164
1524,146273.20479505294
2543,101438.60677296872
631,131822.2931589194
2452,281085.8951193951
228,160867.48405304708
126,138935.68820257793
1092,244791.828451042
1122,202419.5395542432
932,220241.06506436388
1980,78724.86724012542
2171,105315.47433930766
551,167348.02132262095
2768,179284.1578063377
2056,104553.8772641264
1159,326317.5272893526
2645,123371.81334267743
1174,165364.0783119177
2266,221289.76076544373
2462,335456.3100446452
1219,141306.3254800978
2922,185721.29391686566
118,139116.77837236
474,185688.30260856272
2576,161341.46232970167
872,269140.0630415722
1077,250629.70532302826
1536,141997.63411458352
1150,113532.16326851227
2341,273421.1082580946
1931,144571.320988515
2785,124246.74388316933
2538,119299.96342217785
597,216561.23173848086
464,212574.7905082956
233,255442.81603161577
2169,129166.13712492684
2123,167807.67225819424
1867,162334.07894037888
137,273983.0587031974
515,226951.4966824932
933,132752.2740766831
2784,168867.00547886238
972,165804.3341718767
599,164853.43092771494
2614,128173.99024700123
2582,137338.47028437792
1409,194342.12328490155
175,91019.18814221656
352,221169.29519519358
976,87916.18210723747
2134,205727.29630429595
984,104362.40308261079
2396,324250.9258935067
1673,147430.49691829976
404,125214.90921726254
607,161439.45615341305
814,133294.35642484075
868,203906.9564372732
2271,202344.31158867915
1633,225091.85927512337
337,174730.32050598398
2765,209625.673107499
1746,240491.03407613962
368,298104.9148406887
2806,203784.7587874205
1662,191756.4907494214
1234,220985.6715902134
1373,129074.88723697331
1672,105401.80457679689
1939,112994.75743220552
