Id,SalePrice
2874,139824.23010511702
700,133959.2389304798
2756,225631.62546591344
2022,192060.04440246205
583,232721.86264127886
2392,315067.09646704135
2424,204636.44361046448
212,114045.42705280634
736,129197.91009228329
1610,167497.51146267273
890,122512.89726781697
467,190233.33275212935
578,229198.3579312395
1747,191387.71810021298
1149,173908.40612486933
2758,245199.05692949193
857,128322.97329052346
2219,259060.85027244006
733,128439.05482343043
2909,117954.4225596776
1798,266452.3774974026
235,127686.74679869351
2366,136081.09746297126
1027,139511.8787472804
1195,131120.34107408387
1303,38946.13616961014
148,183861.74501315248
608,157436.31089548933
2515,197379.96923886592
821,261428.2533994171
2500,276134.8178656462
745,101008.97342513493
741,134519.58583030303
1611,185574.08291931893
2532,120373.41058866514
1081,216067.67059447322
1692,375313.664145752
2520,181461.869695112
276,100469.36715985426
1992,131250.95877981686
663,19704.17989175039
418,131516.64470266135
1733,197540.28866314882
2359,153068.90922355963
253,197779.18185105146
1518,180903.65999712455
2035,151940.3159577414
2919,70995.34362204793
1540,240437.6512157788
2120,156631.71772362955
1674,190017.76034609837
256,150005.63494110477
2361,95056.74654150533
978,64400.15845381365
2280,163231.486629065
2095,228779.0746985542
1709,312240.11869667226
2801,248480.27193553004
1246,114203.63207900438
2373,110052.74861904168
1055,276683.32232393685
2017,115521.78330818555
1099,259257.55950361976
1344,89690.08464070059
835,220517.93234359505
1117,215107.38189085753
2043,77105.38844441921
2085,130444.14271443035
410,154480.85933464867
2650,121990.26670584235
2867,185558.30955638443
1668,113239.90687556064
1161,174828.23417954452
2122,174696.61062788888
2539,151046.81668297667
1047,145391.71539700887
1445,119412.45679208789
541,135884.07428589233
569,228322.5523091195
1276,117678.22119784617
918,145299.2304053901
326,191654.70518476664
1936,118471.84239369298
895,81999.84316310128
257,144333.45757938107
1241,188537.47040602725
1545,117684.08907283162
1189,179132.36066701275
270,146045.50783707158
2066,183533.72275257477
693,105441.12485620564
1259,170946.17882633698
2916,153679.4271091333
2321,285877.63536004955
1977,103982.99207539727
1895,162703.71490577087
1240,168857.91046580323
85,147794.77164332353
1823,100940.06792397209
825,269990.48687619896
110,221049.71661887737
697,116998.94790683792
2297,104584.8225482873
1231,134578.1299153991
1355,125977.42279630114
968,303566.91113443696
584,230241.28363805436
1315,114773.7676450875
1606,148279.47677740693
206,112398.66946409133
1685,313558.1441059029
2016,139719.36160239417
869,220968.17569753015
2135,118294.37944605172
2346,193472.77595637838
2430,222320.33775285687
2198,93543.80981859053
2652,120738.62544313475
27,104761.97515545398
241,177402.80774976604
906,107622.68981175912
1506,109444.6428887785
2098,316783.44345812884
1435,210856.68797432084
2213,116841.67161621022
1274,138009.58692024407
743,26938.438153972354
1737,196524.27754879874
2797,265495.26191965345
2185,53038.352978500756
58,175237.31524263872
830,198092.50207671712
808,95821.23740752132
680,151300.497745218
1153,110977.28147998985
1291,120781.17669459601
1818,130929.37291437587
2161,189894.56327380228
1883,124297.537037887
350,323099.99573440454
2473,152319.99765220095
295,169295.88710187358
293,190084.0163052322
859,136014.45996277902
288,53181.1550775846
1578,143572.41548365165
102,167763.7836298768
2831,178484.33974896456
1030,194671.95736974687
2551,152709.51353862372
1286,141086.33930996558
958,290222.49072086834
776,128418.8091593927
72,217071.3223647551
2263,254394.1669312304
1866,148998.31221435356
2876,63215.87995780361
2146,270156.0167894
103,167081.16104488084
1500,145604.0965557334
492,215931.40013959171
167,138923.17703735438
2597,113336.40361532962
2685,114256.69119534953
1035,159779.52824075584
1220,46727.30492017532
2602,163685.19853770596
2159,215883.59616385578
695,144760.51548743693
1109,245100.4715840876
640,193459.65430829104
1652,161114.81391071095
2090,211429.57453988082
1188,198029.22879153586
2345,247895.57421173307
1059,363333.87760786555
2751,242306.65807156515
128,218703.47218397597
1523,166710.1991647257
2925,179411.42718628835
2145,281142.2870671909
1121,217127.81442470377
566,290692.48893875827
565,235825.1656222714
1331,144367.8367686325
2928,116223.42982831402
156,137047.8615806521
797,148869.15727143572
327,80483.82470281942
2859,166678.6018976985
1453,121015.29886238021
1762,307008.2646072693
1868,211202.41464426566
1760,196262.0121154665
1113,249822.46902560757
1812,197012.00199603837
117,159018.07240007148
1142,206589.97640571903
2342,314057.7315707711
927,140515.5082526369
2478,202278.42116816065
655,70953.91955594317
2064,114180.25063560234
369,236847.31025130217
2239,123212.21723404591
2732,203329.54148223583
1653,167478.76195510806
959,214723.37325080537
2395,314826.5875860915
1412,114588.699156654
271,248204.11238742678
1484,158281.28238567448
1497,143708.86509850895
552,157599.71506476827
2,124073.46757941938
1855,282600.74612359103
4,256687.2198741852
2292,156794.4455060156
134,151882.0373699884
646,125277.90849025027
42,300799.8760080115
532,216976.8831162644
713,54129.496445435754
2561,126728.49726481864
2360,143023.1399069717
1333,102104.34507599306
1407,257610.1740735488
2892,293226.9966682607
574,205894.11212995386
1227,177408.8252412521
2591,239002.17633078666
1476,204429.03143370568
1125,254041.9040556632
1446,135134.18210064346
408,117840.36219336715
1101,271997.69254282647
2251,195081.48540748373
373,199691.65703360506
2554,142305.62229368667
2382,303460.7500102158
1985,78058.86227925817
519,211539.98098809624
1093,204955.44458252777
864,260562.4021752423
2889,149004.63704879058
2308,202869.5237679926
986,175073.14033963316
1302,160403.76639033903
585,170638.7971722245
2708,147086.62509674762
147,127234.30771844013
1441,226696.69381474514
383,185340.1820662197
285,159671.19080856512
181,99825.84728556029
358,189490.22578905744
780,181711.37628426676
258,208795.32679691157
1865,213213.4319930425
692,109783.68470826799
2902,299903.86584510957
508,261307.00311284652
2638,155829.55211676937
36,148641.7624632292
611,181379.43742326627
2281,149394.26553757594
1678,116585.59104245223
1696,387466.94803974795
1557,69101.72729304276
2180,151932.9692265168
1726,249739.44078678137
951,154876.82168221276
267,231671.56212688494
2706,137019.5250073719
2221,221872.14611972737
1357,166136.28834816415
2901,284174.8062699068
347,182540.44574346064
2164,195165.95679904483
1586,282686.5627767875
360,169384.88771254112
1769,233142.52310903664
2617,165991.85809187902
1879,135042.8407527642
991,231712.1611356308
1535,100048.64347514135
1191,151598.063265183
1579,210077.86122968752
1882,153135.53882953565
1510,128967.54246572789
2196,159961.10667020257
1845,175948.75620538477
2336,327988.7692244699
942,93494.84270749167
861,124057.82830602539
2555,91464.1958729046
1392,160803.93476457364
2099,261898.9832332043
1543,133769.23379093903
948,284219.4932523267
1239,167241.58674774365
22,178327.42581565602
2796,234976.34801844863
2747,177416.1476854069
92,273695.7761227829
210,177053.26803154693
1858,203574.86859393708
2228,178736.71824524092
447,242951.5216836501
827,236313.60424002635
1649,201746.48839146094
682,131193.4366794619
2698,111734.47305061958
494,181673.89961589602
214,77242.19205385995
2441,243742.19124971368
2679,112424.30534364312
1336,115727.02684932307
465,189185.29922938958
1524,146135.07875146015
2543,101032.03236217043
631,131866.8498136521
2452,281157.36383637664
228,160755.9149253249
126,138483.64193314745
1092,245109.07304536848
1122,202399.13353821167
932,220283.6989570608
1980,78615.19458507108
2171,105182.70288497917
551,167517.1453528656
2768,179206.95344358473
2056,104297.02135867196
1159,326443.4864272122
2645,123467.43825841462
1174,165198.15879125963
2266,221331.62749309686
2462,335649.37371777
1219,141381.25963611738
2922,185424.29463219602
118,138999.8665985837
474,185631.3309247727
2576,161231.49152185657
872,269230.28374125436
1077,250742.4479399625
1536,142213.07939622292
1150,113173.53846361171
2341,273523.34430196753
1931,144858.18559950593
2785,124183.08211021766
2538,119135.26701417306
597,216453.59665383925
464,212749.17974635074
233,256012.4648072302
2169,129081.6133649938
2123,167872.55698633546
1867,162225.53487265925
137,274198.7335512939
515,227034.04878165002
933,132684.38209655948
2784,168882.36386429289
972,165830.8038683372
599,164584.6552227507
2614,128066.3536196906
2582,137282.73664253915
1409,194303.27873599873
175,91228.55724249802
352,221198.35594748854
976,88201.73530886405
2134,205772.72401737722
984,104169.09632872681
2396,324445.37762626586
1673,147365.20536350066
404,125168.83838365274
607,161441.21138767697
814,132932.2552425536
868,203928.86940566738
2271,202367.38435916754
1633,225132.74589718363
337,174276.3196312544
2765,209808.69551536522
1746,240569.1666291369
368,298292.29785784363
2806,203764.10906634672
1662,191765.96767958073
1234,221170.86840142336
1373,128788.0116990186
1672,105358.44141313854
1939,112704.06984217171
